word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
sought-NN,5,0,2,0,1,1,3,0,0,1,0
rise-VB,150,42,3,31,15,32,25,16,3,10,6
shv-NN,7,0,7,0,0,0,0,0,0,0,0
royal-JJ,43,24,8,1,1,14,0,1,1,1,0
given-VBN,185,50,51,29,16,17,16,20,9,7,7
deliver-VB,10,0,1,0,5,2,2,0,2,3,2
features-NNS,4,1,2,0,1,0,0,0,0,0,0
issued-VBN,155,21,80,15,15,11,8,13,6,7,9
issued-VBD,33,5,14,1,4,6,2,0,3,1,3
mobex-NN,4,0,4,0,0,0,0,0,0,0,0
gabelli-NN,16,0,16,0,0,0,0,0,0,0,0
contracted-VBN,4,0,2,0,0,2,0,0,0,0,0
interim-JJ,34,20,4,5,0,0,4,4,1,0,0
retained-VBD,16,3,13,0,0,0,0,0,0,0,0
anacomps-NNS,4,3,1,0,0,0,0,0,0,0,0
aluminium-NN,20,18,1,0,0,0,1,0,0,0,0
warships-NNS,22,0,0,0,0,19,0,0,22,0,0
shutdowns-NNS,7,2,0,0,0,5,0,0,0,0,0
exporters-NNS,79,0,0,17,33,6,21,0,8,22,12
impression-NN,4,0,1,3,0,1,0,0,0,0,0
spermicide-NN,4,0,4,0,0,0,0,0,0,0,0
sustained-VBN,14,6,0,3,1,2,4,3,0,1,0
halt-NN,13,1,0,3,1,3,0,1,5,0,1
relieving-NN,5,0,0,2,0,1,2,2,0,0,0
turnover-RB,15,10,3,2,0,0,0,0,0,0,0
nov-NN,14,10,3,0,0,0,0,0,1,0,0
riyals-NNS,20,9,0,2,0,9,0,1,0,0,0
meters-NNS,21,0,2,0,0,19,0,0,0,0,0
help-NN,52,2,3,34,3,5,4,20,0,2,1
remains-NNS,4,2,0,0,0,1,1,0,0,0,0
two-day-JJ,18,0,0,3,0,4,11,1,1,0,0
partnership-NN,122,28,87,0,1,16,1,0,0,1,0
look-NN,13,2,4,1,2,3,4,0,0,0,1
company-owned-JJ,6,4,2,0,0,0,0,0,0,0,0
braverman-NN,8,0,0,5,0,0,0,3,0,0,0
panama-NN,6,0,1,0,1,0,0,0,4,1,1
nwbll-NN,8,1,0,0,0,0,0,7,0,0,0
projected-VBN,36,15,3,1,7,10,1,0,0,5,2
nervous-JJ,12,1,2,4,2,0,2,4,1,1,0
projected-VBD,15,7,1,0,4,4,0,0,0,3,3
joining-VBG,9,0,4,3,1,0,1,1,0,0,0
competitively-RB,9,1,0,0,8,0,0,0,0,8,2
travelers-NNS,4,1,3,0,0,0,0,0,0,0,0
minn-NN,6,0,6,0,0,0,0,0,0,0,0
present-NN,94,14,19,17,14,17,12,5,6,6,2
paul-JJ,5,1,1,0,0,1,1,1,0,0,0
all-JJ,20,3,1,1,1,6,5,3,2,0,0
very-RB,240,32,34,51,26,23,60,35,12,9,10
carried-VBN,28,6,3,6,1,5,3,0,6,0,1
examine-VB,9,0,3,1,2,1,2,0,0,1,1
ringgit-NN,13,5,5,3,0,0,0,0,0,0,0
carried-VBD,8,1,1,0,1,2,2,1,1,0,0
georgia-NN,19,11,3,0,0,2,1,1,1,0,0
forecaster-NN,4,0,0,0,3,0,0,0,1,2,0
exchange-NN,945,87,277,443,49,29,71,67,28,10,11
grew-VBD,31,8,2,7,1,0,11,6,0,0,1
sponsored-VBD,6,1,1,2,0,0,3,0,0,0,0
asked-VBD,140,11,38,31,20,14,28,5,9,11,8
asked-VBN,117,12,23,27,16,23,13,4,9,6,8
dublin-NN,4,0,4,0,0,0,0,0,0,0,0
jerome-NN,9,2,2,0,0,4,0,1,0,0,0
governmental-JJ,5,0,2,1,0,1,2,0,0,0,0
franc-NN,51,12,6,22,2,0,11,6,0,0,2
certificates-NNS,113,15,5,14,73,0,2,11,3,13,37
make-VBP,20,1,7,1,8,4,5,1,0,4,5
chemlawn-NN,43,0,43,0,0,0,0,0,0,0,0
interior-JJ,14,0,1,0,9,4,0,0,6,1,7
schlumberger-JJR,5,0,4,0,0,1,0,0,0,0,0
parliaments-NNS,6,0,0,3,0,0,1,1,1,0,0
biopool-NN,7,0,7,0,0,0,0,0,0,0,0
november-NN,97,39,29,11,9,6,7,2,3,2,5
demands-NNS,19,0,1,4,7,1,5,4,3,1,1
zhejiang-NN,4,0,0,1,3,0,0,0,0,0,0
currency-NN,458,31,7,357,18,12,57,45,2,9,6
hear-VB,4,0,1,0,0,1,1,0,2,0,0
pertamina-NN,7,2,0,0,0,5,0,0,0,0,0
cavendish-JJ,4,4,0,0,0,0,0,0,0,0,0
interpretation-NN,4,0,2,0,0,0,1,1,0,0,0
seems-NNS,8,0,1,2,1,2,2,1,0,0,1
gaming-VBG,5,2,3,0,0,0,0,0,0,0,0
diminish-VB,4,1,0,0,0,0,1,1,1,0,0
basf-NN,9,9,0,0,0,0,0,0,0,0,0
fire-NN,35,6,8,0,4,13,4,0,3,0,0
landslide-NN,5,0,0,0,0,2,0,0,3,0,0
depletion-NN,17,2,0,0,0,16,0,0,0,0,0
edward-NN,16,4,8,0,4,1,0,1,0,0,2
irrational-JJ,5,0,0,1,0,0,3,0,1,0,0
amount-VB,9,4,1,1,0,2,1,0,0,0,0
did-VBD,408,59,110,84,35,71,46,33,18,18,15
shape-NN,7,0,0,3,0,0,2,2,0,0,0
injuries-NNS,4,0,0,0,1,3,0,0,1,0,0
firmed-VBD,21,4,6,7,1,1,0,3,1,0,1
individuals-NNS,17,1,9,3,3,1,0,0,0,0,0
note-VB,9,7,2,0,0,0,0,0,0,0,0
prestige-NN,4,0,2,1,0,1,0,1,0,0,0
drill-VB,13,0,0,0,0,13,0,0,3,0,0
renouf-NN,9,0,9,0,0,0,0,0,0,0,0
promising-JJ,6,0,0,2,0,2,2,0,1,0,0
decision-NN,201,35,63,19,33,16,28,9,9,11,21
ventures-NNS,29,6,14,0,0,7,5,0,0,0,0
wyoming-VBG,4,0,1,0,0,2,0,0,1,0,0
feared-VBD,9,1,3,1,1,0,4,0,0,0,1
amendment-NN,36,4,10,0,12,0,10,0,0,11,6
guarantee-NN,28,0,7,1,16,1,2,1,6,10,4
feared-VBN,6,0,0,3,0,1,2,3,2,0,0
preserve-VB,14,0,3,5,0,1,5,2,1,0,0
weapons-NNS,6,0,4,0,0,0,1,0,1,0,0
weakened-VBN,8,3,1,1,0,0,3,0,0,0,0
weakened-VBD,4,1,0,2,0,0,1,0,0,0,0
fractional-JJ,5,4,1,0,0,0,0,0,0,0,0
forecast-VB,6,1,1,0,2,1,1,0,0,1,0
goverment-NN,5,1,0,0,1,2,2,0,0,0,0
enro-VBP,4,0,4,0,0,0,0,0,0,0,0
routine-NN,5,2,0,1,0,0,1,1,1,0,0
dismantling-NN,7,0,0,0,3,1,3,0,0,0,2
weekend-NN,37,2,7,12,5,5,2,1,4,3,2
nova-NN,21,1,10,0,0,9,0,1,0,0,0
requires-VBZ,32,4,13,4,2,4,7,2,1,0,0
agl-NN,8,0,8,0,0,0,0,0,0,0,0
nippon-IN,18,6,10,0,1,2,0,0,0,0,1
granting-VBG,6,0,5,0,0,0,0,1,0,0,0
modified-VBN,4,2,2,0,0,0,0,0,0,0,0
enquiries-NNS,9,0,0,2,0,1,0,6,2,0,0
transition-NN,6,2,1,0,0,1,2,0,0,0,0
constant-JJ,7,1,0,2,0,4,1,1,0,0,0
commission-NN,405,51,225,8,67,13,35,0,14,27,29
proceeds-NNS,82,35,51,1,0,2,0,0,0,0,0
dwt-NN,8,0,0,0,0,1,0,0,8,0,0
la-DT,4,0,1,0,2,0,0,1,0,0,2
tool-NN,25,0,15,0,4,6,0,0,0,1,1
cote-NN,4,0,3,0,0,1,0,0,0,0,0
harvests-NNS,8,0,0,1,7,0,0,0,0,2,5
return-VBP,5,2,0,2,0,1,0,1,0,0,0
intend-NN,7,1,3,0,0,3,0,0,0,0,0
reg-NN,4,4,0,0,0,0,0,0,0,0,0
ems-NN,9,0,0,9,0,0,0,1,0,0,0
ruling-VBG,11,0,0,3,2,1,3,2,2,0,2
voiced-VBD,6,0,1,0,1,0,4,0,0,1,0
purchase-NN,239,29,174,10,11,15,1,4,4,8,6
filings-NNS,11,2,9,0,0,0,0,0,0,0,0
mideast-NN,5,0,0,0,0,5,0,0,2,0,0
waiver-NN,11,0,4,1,0,1,5,1,0,0,0
handles-NNS,4,0,1,0,2,0,0,0,3,0,0
versus-VBZ,9,1,1,3,3,0,1,0,4,1,2
bnl-NN,4,2,2,0,0,0,0,0,0,0,0
m-NUMBER--NONE-,28,0,0,28,0,0,0,27,0,0,0
judges-NNS,4,0,4,0,0,0,0,0,0,0,0
suffering-VBG,9,1,1,3,2,2,0,0,2,2,0
fahd-NN,8,0,0,0,0,8,0,0,0,0,0
pantherella-NN,5,0,5,0,0,0,0,0,0,0,0
amounts-NNS,64,23,8,18,8,2,5,10,0,2,2
latest-JJS,127,23,9,29,18,16,25,20,11,11,11
population-NN,7,1,0,0,5,1,0,0,0,2,0
alsthom-NN,4,0,4,0,0,0,0,0,0,0,0
am-VBP,22,4,3,2,0,5,7,1,1,0,0
tune-NN,4,0,1,2,0,0,1,1,0,0,0
stimulation-NN,4,0,0,3,0,1,1,0,0,0,0
initial-JJ,116,66,23,8,8,9,5,3,3,6,1
repair-VB,10,0,0,0,0,10,0,0,0,0,0
inspection-NN,8,1,1,0,6,0,0,0,0,3,3
swedish-NN,5,1,4,0,0,0,0,0,0,0,0
south-JJ,22,1,4,1,3,6,9,0,10,1,2
posted-VBD,53,18,5,0,6,14,8,1,4,0,4
ltd-NN,415,107,246,7,2,39,13,6,10,1,1
dollar/yen-JJ,12,0,0,11,0,0,1,0,0,0,0
ohio-NN,42,7,30,0,2,2,0,1,3,0,1
edge-NN,10,2,2,4,1,0,1,2,0,0,0
households-NNS,4,0,0,3,1,0,0,0,0,1,0
guinl-NN,5,1,4,0,0,0,0,0,0,0,0
spin-VB,5,1,4,0,0,0,0,0,0,0,0
interbank-NN,34,1,0,23,0,1,2,17,0,0,0
operations-NNS,626,420,130,19,17,42,2,2,21,6,6
movement-NN,31,2,3,8,5,4,2,3,8,1,4
signal-VB,8,0,0,5,0,1,1,5,0,0,0
south-VBP,6,0,1,0,2,1,2,0,0,1,1
soymeal-NN,6,0,0,0,6,0,0,0,0,1,4
duties-NNS,27,3,4,1,1,1,18,1,0,0,1
retail-JJ,42,12,21,1,0,1,0,8,0,0,0
zambia-NN,12,0,0,11,3,0,0,0,0,0,3
together-NN,5,1,1,0,0,0,3,0,0,0,0
includes-NNS,161,157,3,0,0,0,0,0,1,0,0
duvel-NN,4,4,0,0,0,0,0,0,0,0,0
easily-RB,14,1,4,4,3,0,2,3,0,1,1
adoption-NN,13,7,1,1,0,0,5,1,0,0,0
soviet-NN,93,0,3,1,70,4,16,0,2,54,28
resulting-VBG,63,28,18,11,3,4,1,5,1,1,1
estimate-NN,85,18,3,31,25,3,3,15,0,15,13
princeville-NN,14,0,14,0,0,0,0,0,0,0,0
cbt-NN,18,0,0,0,18,0,0,0,0,5,1
ford-NN,16,12,4,0,0,0,0,0,0,0,0
changing-NN,4,1,0,0,0,0,2,1,0,0,0
employ-VB,4,0,1,3,0,0,0,0,0,0,0
missile-JJ,7,0,0,0,0,5,1,0,6,0,0
oxford-NN,4,0,4,0,0,0,0,0,0,0,0
nabisco-NN,4,0,4,0,0,0,0,0,0,0,0
exploratory-NN,15,0,3,0,0,12,0,0,0,0,0
province-VBP,6,0,0,0,6,0,0,0,0,0,6
prompting-VBG,4,0,2,0,2,0,0,0,0,2,1
centres-NNS,13,6,1,5,0,0,2,0,0,0,0
chi-cheng-JJ,5,0,0,4,0,0,3,0,0,0,0
total-NN,153,47,38,10,29,22,4,7,7,22,18
lived-VBN,9,0,0,0,2,1,6,0,0,2,2
transport-NN,75,11,16,1,13,12,0,0,33,7,3
anger-JJR,4,0,0,0,0,0,4,0,0,0,0
hoare-NN,6,2,2,1,0,0,0,1,0,0,0
cp-NN,6,4,1,0,0,1,0,0,0,0,0
fichtel-NN,11,1,10,0,0,0,0,0,0,0,0
expenditure-NN,50,19,0,4,2,28,2,6,1,2,0
bids-NNS,60,1,13,11,22,2,1,18,2,15,11
purpose-NN,17,0,11,3,1,0,3,0,1,1,0
joint-JJ,123,19,54,11,12,8,22,3,3,2,6
instead-VB,7,0,3,0,1,2,0,2,0,1,0
cargill-NN,18,0,0,0,16,0,1,0,5,7,6
sounds-NNS,4,0,3,0,0,1,1,0,0,0,0
api-NN,29,0,0,0,0,29,0,0,0,0,0
justification-NN,4,0,0,0,0,2,1,1,0,0,0
jefferson-NN,7,2,4,0,0,1,0,0,0,0,0
harris-NNS,24,3,17,2,0,0,0,2,0,0,0
donaldson-NN,12,1,9,1,0,0,1,0,0,0,0
honeywell-NN,29,9,22,0,0,0,0,0,0,0,0
wind-VB,4,1,0,0,0,0,2,0,1,0,0
pollution-NN,6,5,1,0,0,1,0,0,0,0,0
forward-RB,31,7,3,11,4,4,3,5,0,0,4
onshore-NN,12,1,5,0,0,9,0,0,0,0,0
hale-NN,5,2,2,0,0,0,0,1,0,0,0
media-NNS,19,5,10,0,2,1,0,1,0,1,0
electrical-JJ,15,4,5,2,0,0,4,0,0,0,0
democrats-NNS,7,0,0,1,3,0,4,1,0,3,0
put-VBN,59,1,7,12,18,10,11,3,4,5,10
lessen-VBN,4,0,2,0,0,2,0,0,0,0,0
put-VBD,38,6,10,3,8,6,3,1,4,3,3
know-RB,6,0,3,1,1,0,1,0,1,1,1
guaranty-NN,19,4,8,6,0,0,3,1,0,0,0
saudis-NN,16,0,0,0,0,16,0,0,0,0,0
time-VB,6,2,3,0,1,1,0,0,0,0,1
cultural-JJ,4,0,0,0,0,0,4,0,0,0,0
offerings-NNS,11,2,6,2,1,0,0,0,0,1,0
montagu-NN,5,0,4,1,0,0,0,1,0,0,0
plans-VBZ,138,39,68,6,4,11,6,2,6,1,3
c-NN,65,11,34,1,11,2,0,0,7,4,7
facing-VBG,19,2,3,3,2,4,7,1,0,1,1
more-RBR,428,54,100,68,67,51,84,26,18,46,28
act-VBP,4,0,3,0,1,0,0,0,0,0,1
charging-VBG,8,0,5,0,0,1,0,1,1,0,0
reneging-VBG,7,0,0,0,0,0,7,0,0,0,0
quietly-RB,5,0,0,2,1,2,2,1,0,1,0
us-JJ,18,2,3,0,3,1,9,0,0,1,2
clubs-NNS,11,4,10,0,0,0,0,0,0,0,0
greatly-RB,12,4,1,1,3,1,1,1,0,1,1
condere-RB,4,0,4,0,0,0,0,0,0,0,0
mitht-NN,4,0,1,0,0,0,0,0,3,0,0
leaf-NN,5,0,4,0,1,0,0,0,0,1,1
pure-NN,6,1,0,0,1,2,1,0,1,1,0
discontinue-VB,6,4,1,0,0,1,0,0,0,0,0
powerful-JJ,10,1,3,1,0,0,3,0,2,0,0
discounted-VBN,11,0,1,3,2,3,0,3,1,1,2
hamper-VB,4,0,1,2,0,0,1,0,0,0,0
NUMBER-day-JJ,35,1,6,19,2,1,4,15,0,2,0
undertaken-VBN,7,2,3,0,1,1,0,0,0,0,1
practicable-JJ,4,2,3,0,0,0,0,0,0,0,0
mob-NN,5,0,1,0,0,5,0,0,0,0,0
textiles-NNS,24,1,0,0,2,2,22,0,1,2,0
qintex-NN,17,0,17,0,0,0,0,0,0,0,0
plunged-VBD,15,2,0,6,0,6,3,0,2,0,0
delay-NN,18,5,6,2,3,1,0,2,1,1,1
convertible-JJ,96,20,69,5,0,3,1,7,0,0,0
maize-VB,4,0,0,0,4,0,0,0,1,2,4
milwaukee-NN,4,0,4,0,0,0,0,0,0,0,0
bills-NNS,184,0,0,150,5,0,10,97,1,2,2
super-computers-NNS,4,0,0,0,0,0,4,0,0,0,0
lombard-NN,11,0,1,7,0,0,0,7,0,0,0
simon-NN,17,7,5,0,0,8,0,0,0,0,0
economical-JJ,7,1,1,1,0,4,0,0,0,0,0
add-NN,4,0,0,2,0,0,0,4,0,0,0
longer-term-JJ,11,2,1,4,0,1,1,4,0,0,0
influences-NNS,5,1,0,1,0,0,3,0,0,0,0
momentum-NN,27,8,1,8,1,2,5,3,0,0,1
sosnoff-NN,32,1,31,0,0,0,0,0,0,0,0
various-JJ,71,12,31,8,8,7,3,2,8,5,4
resolution-NN,23,5,4,3,0,0,11,0,1,0,0
awb-NN,16,0,0,0,16,0,0,0,0,16,0
laidlaw-NN,8,8,0,0,0,0,0,0,0,0,0
one-month-JJ,9,0,0,8,0,0,0,6,0,0,0
continentals-NNS,4,3,1,0,0,0,0,0,0,0,0
gdp-NN,16,0,0,6,0,0,9,7,0,0,0
spare-NN,6,0,2,0,1,2,1,0,0,0,0
content-NN,6,0,0,1,1,3,1,1,0,0,0
salvage-NN,12,0,0,0,0,0,5,0,7,0,0
his-PRP$,426,32,153,55,29,45,109,25,4,16,12
quist-NN,4,0,4,0,0,0,0,0,0,0,0
fa-NN,4,0,4,0,0,0,0,0,0,0,0
strategic-JJ,43,4,14,0,1,21,1,0,4,1,0
reverse-VB,11,1,0,2,3,2,3,1,0,2,1
rallied-VBD,9,0,0,1,1,7,0,1,0,1,0
farah-NN,5,5,0,0,0,0,0,0,0,0,0
securities-NN,4,1,1,0,0,0,2,0,0,0,0
worse-JJR,5,1,1,0,0,0,3,0,0,0,0
interest-NN,825,180,224,196,17,52,50,236,20,8,7
excluded-VBN,13,3,2,3,4,2,3,1,0,2,2
excluded-VBD,9,7,1,1,0,0,0,1,0,0,0
guardian-JJ,4,3,1,0,0,0,0,0,0,0,0
complete-VB,48,8,33,1,1,1,3,0,1,1,1
scheme-NN,22,3,4,0,8,7,0,2,0,1,0
year-on-year-JJ,10,3,0,0,0,3,4,0,0,0,0
cubic-JJ,75,6,9,0,0,67,0,0,1,0,0
avg-NN,660,658,0,0,2,0,0,0,0,2,2
forgiveness-NN,5,2,1,1,0,0,0,2,0,0,0
want-JJ,9,1,1,4,2,0,1,0,0,2,0
ec-NN,263,2,8,37,83,0,133,1,4,27,41
soared-VBD,13,2,3,4,0,2,3,1,0,0,0
footwear-NN,5,0,5,0,0,0,0,0,0,0,0
stimulating-NN,7,0,0,6,0,1,0,0,0,0,0
reduced-VBD,41,16,8,1,5,7,4,3,0,1,3
reduced-VBN,128,51,9,10,27,19,10,8,5,11,14
exercised-VBN,14,3,10,0,0,1,0,0,1,0,0
carrington-NN,4,1,0,0,0,4,0,0,3,0,0
gleske-VBP,4,0,0,4,0,0,0,0,0,0,0
request-NN,57,0,27,6,11,9,3,0,6,5,5
manila-NN,5,0,4,0,0,0,0,0,1,0,0
planting-VBG,10,0,0,0,10,0,0,0,0,6,3
views-NNS,16,1,4,8,0,1,4,1,0,0,0
placed-VBD,6,2,1,2,0,1,1,0,0,0,0
placed-VBN,33,9,11,5,3,2,1,2,2,2,1
channon-NN,6,0,0,0,0,0,6,0,0,0,0
yugoslavia-NN,5,0,0,0,2,0,2,0,1,1,2
head-VB,9,1,2,2,1,1,2,1,0,1,1
riyadh-NN,5,0,0,1,0,4,0,0,0,0,0
dry-NN,4,0,0,0,4,0,0,0,0,2,1
feed-VB,7,0,1,0,6,0,0,0,0,2,1
ko-NN,4,0,3,1,0,0,0,0,0,0,0
distributors-NNS,11,5,3,0,0,0,3,0,0,0,0
rebate-NN,10,0,0,0,10,0,0,0,0,7,10
lake-NN,26,4,9,1,2,2,0,0,10,0,0
member-NN,104,7,18,14,17,33,21,1,1,6,3
bid/NUMBER-NUMBER--NONE-,5,0,0,0,0,0,0,0,5,0,0
heavy-NN,6,0,0,0,1,4,0,0,1,1,0
preussag-NN,9,6,2,0,0,1,0,0,0,0,0
line-NN,187,44,43,27,14,28,13,15,18,6,7
mercantile-NN,10,2,0,2,0,6,0,1,0,0,0
utilicorp-NN,10,8,2,0,0,0,0,0,0,0,0
upwards-NNS,10,2,1,4,0,0,3,1,0,0,0
pcgg-NN,7,0,7,0,0,0,0,0,0,0,0
costly-RB,7,1,2,0,1,2,2,0,0,1,0
foresman-NN,4,4,0,0,0,0,0,0,0,0,0
angeles-NNS,26,4,21,0,0,0,1,0,0,0,0
chubb-NN,6,0,6,0,0,0,0,0,0,0,0
variable-JJ,6,0,0,1,1,3,0,2,0,1,1
china-NN,165,14,6,8,60,31,33,0,24,36,21
cereals-NNS,37,0,1,0,34,0,4,0,2,18,11
silver-NN,24,5,15,1,1,2,0,0,0,0,0
fcs-NNS,6,0,6,0,0,0,0,0,0,0,0
make-NN,11,2,4,1,1,0,5,0,0,0,0
register-VB,4,1,2,0,0,0,0,1,0,0,0
surprise-VBP,5,1,0,0,0,0,0,4,0,0,0
world-wide-JJ,7,2,2,1,0,0,2,0,1,0,0
flour-PRP$,16,0,2,0,14,0,0,0,1,13,3
combustion-NN,10,5,5,0,0,0,0,0,0,0,0
devalue-VB,6,0,0,5,0,1,1,0,0,0,0
japan-NNP,7,0,2,3,1,0,1,0,0,0,1
by-JJ,5,1,0,1,0,1,2,0,0,0,0
drink-NN,5,0,4,0,1,0,0,0,0,0,1
three-year-JJ,18,9,2,3,1,2,1,0,1,0,0
mckinley-NN,4,0,0,0,0,4,0,0,0,0,0
fos-NNS,4,0,0,0,0,4,0,0,0,0,0
automatic-JJ,4,0,4,0,0,0,0,0,0,0,0
rep-NN,32,0,3,0,19,1,9,0,0,16,8
stiff-JJ,5,2,0,0,0,3,0,0,0,0,0
normal-JJ,69,8,7,6,30,5,5,3,12,14,12
pasta-NN,4,0,0,0,3,0,1,0,0,1,3
beginning-NN,59,10,6,18,10,3,9,9,3,4,4
pilot-NN,10,0,2,0,6,1,0,0,1,5,1
laws-NNS,62,9,27,4,0,0,27,0,1,0,0
protein-NN,4,0,4,0,0,0,0,0,0,0,0
pull-VB,5,0,1,0,0,2,0,0,3,0,0
revalue-VB,5,0,0,2,0,0,4,0,0,0,0
vorm-NN,5,0,0,0,5,0,0,0,5,0,0
per-NN,25,10,1,1,6,5,2,0,3,4,2
bid-VBD,12,0,10,0,0,1,1,0,0,0,0
distribute-VB,17,9,5,1,1,0,0,1,0,0,0
near-NN,51,10,8,18,7,3,5,12,0,3,2
transferred-VBD,5,3,1,0,0,0,1,0,0,0,0
transferred-VBN,15,0,10,3,1,2,0,0,1,0,1
potentially-RB,12,0,2,2,3,3,3,1,0,1,0
alfred-VBD,7,1,3,1,1,0,1,1,0,0,0
midmississippi-NN,4,0,0,0,2,0,0,0,2,0,2
consisting-VBG,8,2,5,0,1,0,0,0,0,1,0
firms-NNS,226,25,97,26,7,23,55,1,5,6,1
amts-NNS,4,4,0,0,0,0,0,0,0,0,0
lifting-NN,10,1,0,3,0,2,3,1,0,0,0
forces-VBZ,6,0,1,0,0,0,5,0,0,0,0
zico-NN,8,0,8,0,0,0,0,0,0,0,0
launched-VBD,28,3,11,0,2,1,7,2,2,1,1
consent-NN,23,0,22,0,0,1,0,0,0,0,0
intervention-NN,193,0,1,144,41,2,4,40,3,27,7
launched-VBN,22,1,7,2,0,1,8,2,1,0,0
operate-VB,54,9,29,5,3,6,1,4,2,1,2
favorable-JJ,17,9,3,0,4,1,0,1,0,4,2
le-NN,4,0,4,0,0,0,0,0,0,0,0
strains-NNS,8,0,0,4,1,1,2,0,0,0,0
upham-NN,11,1,1,4,0,3,2,0,0,0,0
terminated-VBD,9,0,9,0,0,0,0,0,0,0,0
terminated-VBN,25,1,22,0,0,4,0,0,0,0,0
egyptian-JJ,4,0,0,0,1,1,2,0,0,1,0
repay-VB,21,4,13,1,1,2,1,0,0,0,1
conditions-NNS,171,20,75,29,18,17,8,14,13,11,8
stronger-JJR,27,7,3,8,1,4,6,4,0,0,0
gte-NN,5,4,1,0,0,0,0,0,0,0,0
operated-VBD,11,5,4,1,1,0,0,1,0,0,0
further-JJR,5,0,1,2,0,0,2,0,1,0,0
inventory-NN,55,27,5,3,10,5,1,4,0,3,0
direct-VB,4,0,0,3,0,0,1,2,0,0,0
bankruptcy-NN,40,19,18,0,0,4,1,0,3,0,0
legislative-JJ,8,0,1,2,5,0,1,0,0,3,1
competitor-NN,15,3,11,0,1,0,0,0,0,0,1
accomplish-VB,5,0,5,0,0,0,0,0,0,0,0
goes-VBZ,34,1,5,9,2,5,8,4,6,1,0
very-JJ,23,6,1,5,3,1,6,2,1,1,2
compete-VB,24,5,10,3,3,0,3,3,1,2,0
success-NN,38,6,6,15,2,0,9,3,1,1,0
dollar-JJ,4,0,0,4,0,0,0,0,0,0,0
chief-NN,189,63,81,17,2,7,14,16,4,0,0
definitely-RB,8,1,1,0,4,1,1,0,0,1,2
tokyo-VBP,4,0,0,0,0,0,4,0,0,0,0
fall-VB,102,15,1,26,19,13,22,16,4,9,7
launch-VB,13,2,1,3,1,3,1,2,5,0,1
end-users-NNS,4,1,0,0,1,2,0,0,0,0,1
rainbows-NNS,4,0,4,0,0,0,0,0,0,0,0
tap-NN,5,0,0,2,0,0,0,5,0,0,0
exchange-VB,20,6,10,2,0,0,4,0,0,0,0
building-VBG,15,1,7,0,1,1,0,5,0,1,0
ct-NN,150,141,4,0,0,3,0,3,0,0,0
al-wattari-NN,7,0,0,0,0,7,0,0,0,0,0
ore-JJR,4,0,2,0,0,0,0,0,2,0,0
speculate-VB,7,1,2,0,4,2,0,0,0,2,1
jacobs-NNS,25,4,21,0,0,0,0,0,0,0,0
mhi-NN,12,0,4,0,0,0,0,0,8,0,0
fendt-NN,10,0,0,0,0,0,10,0,0,0,0
edwards-NNS,8,2,1,0,0,0,5,0,0,0,0
unlikely-JJ,14,0,0,8,3,1,2,4,0,1,2
engineering-NN,51,23,18,2,3,4,3,0,2,2,0
sweden-NN,18,1,7,0,0,3,3,2,3,0,0
humidity-NN,5,0,1,0,3,0,0,0,0,2,2
supportive-JJ,5,1,1,0,2,1,0,1,0,1,0
mclean-JJ,9,0,7,0,0,0,0,0,9,0,0
india-NN,10,0,0,0,7,2,4,0,2,6,1
audio/video--NONE-,6,0,6,0,0,0,0,0,0,0,0
writing-NN,9,1,1,0,1,0,6,0,0,0,0
trying-VBG,65,4,17,9,3,9,19,4,5,2,1
buoyant-JJ,5,2,0,2,1,0,0,2,0,1,0
barrier-NN,9,0,0,6,1,1,3,0,0,1,1
seismic-JJ,9,2,1,0,0,6,0,0,0,0,0
toned-down-JJ,4,0,0,0,0,0,4,0,0,0,0
aside-NN,7,4,1,2,0,0,0,0,0,0,0
ministrys-NNS,8,0,2,0,1,1,3,1,0,0,1
automakers-NNS,4,0,2,0,0,0,0,2,0,0,0
enough-RB,73,9,7,22,14,7,14,10,2,6,8
paddy-NN,10,0,0,0,10,0,0,0,0,2,0
have-NN,36,2,7,11,2,8,4,1,3,2,1
mccrory-NN,5,0,5,0,0,0,0,0,0,0,0
drill-NN,4,0,1,0,0,3,0,0,0,0,0
western-NN,72,5,35,11,5,10,4,2,6,3,1
plans-NNS,232,42,91,15,15,28,36,6,18,6,5
combinations-NNS,4,0,3,0,0,1,0,0,0,0,0
doubt-NN,18,0,7,4,0,0,7,0,2,0,0
find-NN,4,0,1,0,0,2,1,0,0,0,0
wartenberg-NN,4,0,0,0,0,0,4,0,0,0,0
peseta-NN,10,0,0,7,0,0,2,5,0,0,0
planted-VBN,34,0,0,0,34,0,0,0,0,8,25
planted-VBD,18,0,0,0,18,0,0,0,0,4,14
alza-NN,6,0,6,0,0,0,0,0,0,0,0
papers-NNS,8,0,8,0,0,0,0,0,0,0,0
nugget-NN,5,0,5,0,0,0,0,0,0,0,0
settlement-NN,96,48,24,7,3,2,6,4,5,2,1
summit-NN,20,0,5,8,0,0,7,1,0,0,0
introduction-NN,26,8,3,8,4,0,1,3,1,3,0
embark-NN,4,0,0,0,1,0,3,0,0,0,0
strict-JJ,7,0,0,1,3,1,2,0,0,1,0
psa-NN,11,0,9,0,0,0,0,0,2,0,0
anacomp-NN,11,6,5,0,0,0,0,0,0,0,0
sa-VBP,8,1,7,0,0,0,0,0,0,0,0
